comment,participation,level_of_justification,content_of_justification,respect,counterarguments,constructive_politics,sentiment,fb_comment,live_th,blog_comment
"There are lot of gaps in policies related to eradicate poverty and to promote a sustainable future due to lack of governance and sectorial fragmentation approaches in Mexico and other counties in Latin America. However, the main drives for such gaps have their origins in the lack of implementation and  political will, follow-up monitoring, accountability, decentralization, quality and quantity of effective institutional administration and transparency. At present, regulations and institutions are in place but multilevel and multi-actor coordination are still pending tasks.",1,1,3,1,0,0,1,0,0,1
Need to provide employment and promote entrepreneurship can remove poverty.,1,0,0,1,0,0,1,0,0,1
"True ""growth alone cannot guarantee the eradication of poverty and reduction in inequalities. Even when growth lifts the incomes of millions of people, it does not necessarily lift all incomes, particularly those of the poorest, unless explicit policies are implemented with this aim. It is now evident that poverty reduction efforts are not likely to be sustainable unless the underlying drivers of poverty such as exclusion and vulnerability are tackled"".In this sub continent we have seen two revolutions[1]That happened in and around 1970-80 [2]The one that is called soft ware revolution in 2000-2010.Both benifitted families to large extent,many came out of near poverty lines,enjoyed,seen the world.But still the people sticking to their native places and dependent on land and agriculture polices have walked in to a deep web of financial problems,due to lack of understanding of governments on what is GDP.What and how currency printing is related to GDP.Shall they look for currency for all by devaluation of monies.Is the productivity more or less important to agriculture.How to equally look for same and derive its taxes.How the taxes shall be utilized.The industrialists have become a neo-lobby,with many middlemen of banks and business,who wanted migration of monies with out social responsibility to happen.",1,1,1,1,0,0,1,0,0,1
"By the end of the first 900 days of the SDGs (September 2018), governments should identify their marginalised populations, develop a leave no one behind strategy, and begin its implementation. This could be overseen by a cross-ministerial leave no one behind working group. A high-level summit should be convened in September 2018 to share learning, change direction if necessary and monitor progress.   ¢ The first  900 days are just the beginning. They need to be followed by sustained action until 2030 to address the systemic barriers to the progress of marginalised people. Progress could be monitored by a series of    stepping stone  » targets, set every three to five years, aiming to ensure that any disparities in progress are narrowing fast enough to leave no one behind.Government should priority needs of its citizens in  every direction  by providing  sustainable programs that will help and reduce poverty and make sure no one lift behind and the international communities should review all  policies  from every countries moreover, lower income countries who faces poverty and meet the needs of marginalised people in those low income countries; bringing  thing close to those whom need of it. Government  form different  countries shall priority their citizens and corruption is one of the factors that undermined this process. We are calling  on all stakeholders  to ensure we achieved this agenda Leaving No One Behind by 2030.",1,1,3,1,0,0,1,0,0,1
"Poverty  reduction is not possible because  of the methods and formats are being used to report and make decisions . We see leading UN organisations  report and make big statements only  on  the basis of few selected  groups  which are formed to get easy money , there is not enough caution and scrutiny applied , once when these organisations become the  only source for UN's facts about regions ""needs"" and ""success"" of their development related projects, it is impossible to see any improvement in deserving people's lives.",1,1,3,1,1,0,1,0,0,1
"""I have seen them, young kids huddled together in a corner of a refuse heap in Kakamega, KENYA. With barely enough to cover themselves, their minds dulled by sniffing glue or drinking a poisonous ethanol mix, their outerwear soiled and ragged, they live on the bare edge of survival. No one comes looking for them, no one even knows who they are. And then the little ones who roam roadways and rural pathways searching for food. Chewing on a piece of sugar cane is only a temporary fix. They suffer from many things, but today and yesterday and likely the day before they have not had a decent meal. What that does to a hungry child is physiologically, mentally and emotionally disturbing.I have witnessed the effects of malnourishment and children dangerously thin or anemic. I have talked to young people in their mid teens who due to ""stunting"" appeared as those aged nine or ten. Something stirs within me...a mix of anger and deep sadness.""Where there is poverty there is malnutrition and systemic hunger. Poverty and hunger are virtually synonymous. The right to adequate food is a human right. So why does hunger prevail when there is more than enough nourishment and food sources on the planet? Hunger is universal. Most humans have gone without a meal or experienced pangs of hunger where a day has gone by without nourishment. Yet there are an estimated 800 million people worldwide who are chronically hungry. This is greater than the populations of Canada, the United States and the European Union combined. One in eight people do not get enough food to be healthy and lead an active life. This makes hunger and malnutrition the number one risk to health worldwide, greater than AIDS, malaria and tuberculosis combined.Presently, due to environmental factors and lack of rain in the north and northeast sectors, there is a severe drought in Kenya. The facts are that 1.6 million Kenyans face hunger on a daily basis. 80 percent of Kenya's population participate in agriculture and pastoralism. Small farm households deliver the bulk of the nation's food supply. Landholdings are small, productivity is low and most have little access to technological inputs, financial services and markets to sell any surplus produce. Poverty and hunger are for many a fact of life. The poor in Kenya are of all ages; from the very young whose mothers cannot produce enough milk, to the aged with no relatives to care for them. Landless farmers working on the fields of others and youth orphaned by HIV/Aids need increased food supply to survive. So too the unemployed living in acute poverty and the ones suffering from mental illness. Women and children remain on the front lines of hunger.The malnourished cannot fight infectious diseases due to lack of protein and vitamin deficiencies. Their food intake does not include enough energy to meet the minimal physiological needs for an active life. Wasting is an indication of acute malnutrition caused by deficiencies in iron, vitamin A, zinc and iodine. This can result in reduced physical growth and mental impairment bringing on premature death.Since 2004, CES Canada's mission to reduce poverty through education and healthcare has created better and healthier learners through a daily nutrition program. The creation of dairy and agriculture farms in schools has enabled students able to concentrate on their studies and not on mere survival. Hand washing stations provide added hygiene that can reduce up to 80% of diseases. Recognizing the importance of Agriculture in Kenyan society and realizing the impact that improved practice and technology has on the supply of food, CES Canada/Kenya has encouraged students to study Agriculture at the college/university level. CES Canada has provided university scholarships for CES grads who are completing honours degrees in Agriculture Economics, Engineering, Business and Education. The fundamental right to be healthy, grow and become productive human beings in their society depends on access to education. Yet, there remains a deeper more sacred right than that...the right to life and liberty, predicated on access to proper food and nutrition. The scourge of hunger in Kenya must be taken out, its bitter roots cut and destroyed. Educate all young people to the highest levels possible and create an ethos where farming and food production creates increased economic growth. Societies can only prosper as they rise from poverty and out of the crisis of conflict.",1,3,3,1,0,0,1,0,0,1
"Lack of  choice is  considered as poverty. Making bundles of  qualitative/quantiative  goods choose possible is considered as out of  poverty level. World has divided in three categories based in income categories. Really  thinking to bring poor out of poverty level  their income paradigms most shift in all three world bringing the concept of sustainability and green economy  concern project is solution to get better income to  leave the poverty behind in urban , semi urban and rural area of any countries forever where bundle of choices must  enlarge.",1,1,3,1,0,0,1,0,0,1
"The importance of any project is to have the resources. If it begins using the emotional feelings, it sure won't go to any place. Is a simple logic, poverty should be treated in any political issue, but the way it will be solved must come from whom it will be supported. In some countries which use the one way giving attention to poverty problems will bring them to the starvation. The equilibrium process of bring global strategic to reduce poverty and bring sustainability is stil a utopia. The scalation of population growth is totally disparate from the sustainable livelihood. Today, there are many political issues to be solved in many developed countries and social and economical approaches are being remodeled because it seems something is not bringing good results.Those issues are not related to intelligence degree of one people or color differences, it is about the use of the planet from what it could support in way of living. Does the planet really engage a no one left behind strategy?",1,1,3,1,0,0,1,0,0,1
"For us, rural communities in South-South Nigeria, many will still be left behind even after the expiration of the SDGs. The livelihoods of the people have already been compromised by a polluted environment. On top of this is the huge infrastructure gap--basic amenities such as decent housing, electricity and mobility infrastructure is still far cry. In my opinion, if we must pull everyone out of poverty in this context, we must first ensure that the people have access to those modern infrastructure, repeal the obnoxious Land Use Act and make concrete efforts at redistributing the national wealth in manner that will have the rural communities at the heart of such efforts.",1,1,3,1,0,0,1,0,0,1
"Greetings, Poverty eradication and leaving no one behind is achievable. I would like to forcus on politics and social and economic growth. Empowerment of people with social skills is a key. Young people may be perceived to be as the lost generation, however, they are able to Carry out a paradigm shift in changing there society's. Young people are the leaders of tomorrow, however politicians make sure that tomorrow never comes. I believe a crucial element for achieving poverty eradication is forcusing on having a comprehensive skill empowerment and necessarily sitting in a class and get a paper, certificate or diploma. Mumbi Muma Student Bsc Economics",1,1,3,1,0,0,1,0,0,1
"I fully agree with what Helio Conte comments up here. I live in Argentina so my experience comes from many years of success and failure in our efforts. At the turn of the XXth Century Argentina had a very strong basis as far as the primary and secondary system is concerned, and this was a key factor in the deevelopment Argentina had up to the early fifties (1950's).Without strong bases in primary and also secondary Education, there can be no significant efforts (moneywise) that can effectively win the unreleting struggle against poverty. However, when cheap politics get mixed up in educational efforts, it's one step ahead and two steps back. All of you know that educational strategies require long periods. It is not a question of one governement, but a question of state policies.In 2017 efforts in the edicational field are necessary related to the Sustainable Deveopment Goals. And here there is another kind of challenge. Top and medium ranking officials may be willing to move ahead in order to comply with the respective SD GOALS associated with education and struggle against poverty. However, before they can act efficiently and in coordination with the right government departmednts, they must learn about Sustainable Development, which -if one is to judge by ones own experience-it is not something one can be taught overnight.So, to resume, yes EDUCATION is key in this struggle (health, as Helio says, cannot be separated from Education). And there is work to be undertaken at two levels: that of the officials responsible for coordinating SD GOALS with Education, Health and the Struggle against poverty, and the level where those who are the subject of our struggle need to receive proper primary and secondary education. The kind of jobs the XXIst Century is and will be offering and the gap between educated and under-educated citizens is a key consideration to be incorporated in this most demanding endeavour we are engaged in.",1,3,3,1,3,2,1,0,0,1
"Good morning everybody from Buenos Aires, Argentina. I am Mauricio Lí_pez Dardaine and this will be my second try regarding adding a comment to this rich dialogue. My first one was rather long and it appears to have vanished in wide space of the Internet. So I'll make this one rather short, see if it sticks and if so comment once more.To my way of thinking EDUCATION is the key here. And regarding education there are three levels on which to operate. First, there are those officials concerned with coordinating the respective SD GOALS as far as Education is concerned; they need to learn what SD is actually about, not all do know, and this in our experience takes time. Second, there is the education of the educators at both the primary and secondary level. Third, last but indeed not least, there's those at the level of poverty which must receive the benefits of education. At this level, who is able to attend school (or send their childrens to school while their daily concern are food and shelter. And even with food and shelter, there's still the question of having an HORIZON OF HOPE based on facts. Hoe can one be concerned about the education of their children if he does know what they shall have for dinner or how they shall pay their rent.I will leave my big question marks unanswered until I know whether I'm part of this group.",1,2,3,1,0,0,1,0,0,1
"How will policies need to be adjusted in different contexts to ensure that they more effectively contribute to leaving no one behind in the achievement of SDG1 and related SDGs?""Leaving no one behind "" is at the heart of the Sustainable Development Objective 4. Its emphasis is on equitable and inclusive education. In order to carry out this objective, it is necessary that structural changes take place in public policies that promote equity, inclusion and overcome the multiple forms of discrimination in education in the framework of the achievement of human rights. In order to address multiple and interrelated forms of discrimination, education and training must be provided to ensure the full, equitable and effective participation of all, but especially girls and women, by removing the barriers to  access to decision-making at all levels.Education is a human right, and there are barriers for women and girls to have access to a quality of education opportunities throughout life at all levels. Addressing the right to adult education is to contribute to the creation of favorable conditions for exercising their rights, and to provide diverse knowledge to contribute to the development of society, and above all, to the establishment of peace, responsible citizenship and sustainable development.""Leaving  no one  behind "" means giving a important  role to adult education, literacy and lifelong education. It should be a priority in all the goals, targets and indicators of the Post 2030 Agenda. But adult education and literacy not only have to be focused on acquiring the skills for the labor market, but must be oriented towards the construction of full citizenship, especially for indigenous, Afro-descendant and rural women. Adult education, an integral part of the right to education, is a universal right, essential for achieving multiple socio-economic and cultural goals and human rights to participate in the transformative changes of  the country,  at national and local level.Education  policies should be inclusive, non-discriminatory, guarantee gender equality and fulfill the right to education of girls and boys, young people and adults as geographic location, ethnicity, age, disability, migration, marital status, and other relevant factors. This means that the planning and monitoring of ODSs must take into account the different realities of countries and regions at national and local level and include  t the participation of  the OCS , women's organizations, stakeholder groups and rights holders. The approach must be intersectional, promote dialogue and recognize indivisibility and interdependence in all human rights in the 17 ODSUsing this approach will effectively contribute to leaving  no one behind in the achievement of SDG1 and related SDGs",1,3,3,1,0,0,1,0,0,1
"In Sudan, data and information on poverty dates back to 2009 (before the secession of the South). According to Central Bureau of Statistics (CBS), 46.5 percent of the population of Sudan is found to fall below the poverty line, with 26.5 percent of the urban population and 57.6 percent of the rural population falling below the poverty line. Consequently, new data on poverty and poverty mapping is precondition for eradicating poverty, leaving no one behind and reaching first those who are furthest behind in Sudan.",1,3,3,1,0,0,1,0,0,1
"End poverty in all its forms everywhere if we creat better opportunities for farmers and focus on the needs, In 2015 World leaders promised to put girls and women first when they signed up into sustainable Development goals to end poverty, fix climate change and tackle inequalities, Girls are women are disproportionately affected by these challenges and are key to building resilient communities to with stand them, that's why we need to ensure world leaders and the Secretary General of the United Nations to listen to the voices of the girls and women, put them first in policies and plans ",1,2,3,1,0,0,1,0,0,1
"In Sudan data and information on poverty dates back to 2009 (before the secession of the South). According to Central Bureau of Statistics (CBS), 46.5 percent of the population of Sudan is found to fall below the poverty line, with 26.5 percent of the urban population and 57.6 percent of the rural population falling below the poverty line. Consequently, new data on poverty and poverty mapping is precondition for eradicating poverty, leaving no one behind and reaching first those who are furthest behind in Sudan.",1,3,3,1,0,0,1,0,0,1
"In my opinion, poverty eradication is a very serious and necessary effort to make people's lives better and make the world a better place. It should be a priority. UN's works on poverty eradication provides concrete results and this is what is needed to master a problem like poverty.Policy adjustment needs to be considered gradually. Also there should be a global strategy and sub-strategies for different regions that have different dynamics. Furthermore, poverty eradication works should be not only at the policy level but also should be concrete works that provide more certain and quick results (this should be tought like a catalyzer, too). I have given examples of what I meant in the ""New Evidence and Innovations in Poverty Eradication Efforts"" section.",1,1,3,1,0,0,1,0,0,1
"Erradicating poverty and contribute for  human wellbeing is a millenium objective that is not  yet  achieved. it depends on learning and educacion strategies that have to be directed to all the cytizens since the first school until graduariam and post graduation.it's urgent to invest on capacity building to prepare and empower  citizens capable of  taking the leadership in their own countries . All the actions conducting to better education and learning will highly contribute to a better and equitable society from each country capable of cope with the needs resulting from the globalization. A more educated and knowledge based society will decisively  contribute to eradicate poverty. Learning opportunities for all, including women is a prerequisite for  women empowerment and thus for the building of  a society with equal rights for all.",1,1,3,1,0,0,1,0,0,1
"How will policies need to be adjusted in different contexts to ensure that they more effectively contribute to leaving no one behind in the achievement of SDG1 and related SDGs?Dear Pedro moderator and colleagues,I am Eric Zhang a Social Affair Officer from DESA here in New York. I would like to share some thoughts on the question discussed, in regard to disability.Persons with disabilities make up an estimated 15 per cent of the world  »s population, or 1 billion people, of whom an estimated 80 per cent live in developing countries.The UN Department of Economic and Social Affairs (DESA) as the focal point on disability within the UN system has been supporting the General Assembly, ECOSOC and Commission for Social Development in policy development concerning persons with disabilities and their inclusion in society and development.According to the latest resolution adopted recently by the General Assembly of the United Nations ( 71/165, adopted on 11 November 2016)  entitled   ì Inclusive development for persons with disabilities   ì , persons with disabilities are disproportionately affected by poverty.While considerable progress has been made, mainstreaming of disability in development agenda and efforts remains a challenge which in turn impede the endeavour of achieving the development , eliminating poverty in all forms for all everywhere ( SDG1).Available experience and evidence that DESA and others did clearly show that more efforts are needed to strengthen further the normative and operational links to effectively integrate the rights, needs , perspectives and contributions of persons with disabilities in our development policies and programmes.Inclusion of persons with disability and promoting inclusive development for all has been well established as one of human right obligations by the UN Convention on the rights of persons with disabilities which is a legally binding instrument that has been ratified by 172 countries already.To narrow the existing gaps between the international norms and development practices, the economic and social imperative to mainstream disability shall be further appreciated by policy makers and development practitioners of all sectors.This means, disability must be incorporated and mainstreamed in all relevant development policies and practices ranging from poverty reduction strategies , to urban planning of housing and human settlements, public transportation/mobility, public spaces and services such as water and sanitation,  to disaster risk responses and resilience building in all our communities as well as in follow ups , monitoring and evaluation of the implementation of the SDGs as well as other development agendas such as the Sendai Framework on Disaster Reduction and New Urban Agenda.In this regard, it is also important to understand and actively promote universal design and environmental accessibility as a collective good that remove barriers, equalising opportunities and facilitating meaningful and effective participation by a broader spectrum of general population, including older persons,  persons with disabilities and many more as both agents and beneficiaries of society and development.  Relevant UN documents, resources and work of the UN in the field of disability can be found at UN ENABLE website: www.org/disabilitiesGeneral Assembly resolutions including the most recent one entitled   ìInclusive development for persons with disabilities (A/RES/71/165)  ù https://www.un.org/development/desa/disabilities/resources/general-assembly.htmlAccessibility and Development: Mainstreaming disability in the post-2015 development agenda (DESA publication, ST/ESA/350)Global status report on Disability and Development ( DESA, Prototype 2015, Unedited)Envision 2030: 17 Goals to transform the world for persons with disabilities at the following link: https://www.un.org/development/desa/disabilities/envision2030.html",1,3,3,1,0,0,1,0,0,1
"Corruption has crept in all aspects of life.Managing the finances,and currency and their legality world over has to be systematically dealt by the leaders.Education supposed to be a service sector,registered in several countries as a society or social organisation with no loss no profit organisation and dedicated to research for betterment.But in reality the fees collected,the projects managed,the funds received from federal agencies are not accounted and yearly financial returns and tax is not paid.This has created surplus monies with the so called societies.The loopholes are to be plugged every country.The industries also are on the look out for parking their surplus monies in safe un-taxable heavens,to keep their families safe when regime changes.But the unethical attitude is that the money is their's ,which is not true.So creating corporate governance to make declaration of profit and loss, scrutiny of the produce and the utility of products for society is important.",1,2,2,1,0,0,1,0,0,1
"Corruption is a problem only when it's in the mode of exaction. When officials employ their expertise in enabling facilitations for people to progress and participate in the social progress through an alternative method that doesn't corrupt the system without simply rejecting their claim to not have met the stipulates or criteria, they are justified to receive money as charges. Here, through their expertise they enable progress. Neither do they corrupt the system nor do they corrupt the freedom, progress or living of others. This is why the universal declaration of human rights says, everyone without any, discrimination, has the right to EQUAL PAY FOR EQUAL WORK. Without stipulating the salary through pay scale and when the system is not stipulated to a periodic elevation that's based on merely on seniority, why would one earn money in black that's neither of visible use to him nor has a value of self-worth? For example, say, I need to start up a business. The procedure to get my start-up registered needs a list of documents as identity and proof. I may not be having the asked document but I may have some other means to proof the details. If the concerned official could ease out this complication and through the process with an alternative that serves the purpose, he/she may regulate me accordingly without burdening with pressures or complications and collect a specific amount as charges. Later, he/she can claim for extra salary apart from the scale of pay stipulated for his/her designation by the government as they have enabled a facilitation through their expertise that would benefit the state's progress and that would increase the employment opportunities of the state (equal pay for equal work) or could add this facilitation enabled through their expertise their credential for elevation. This would eradicate the need for earning money in deceit. In India, we had an initiative to account the unaccounted money. Bringing the unaccounted money back would have been possible if it was offered to accountability with 1% of tax on it. 50% tax to accountability would take away huge amount of what one has as his economic value or life standards forcing them to resist from bringing the amount held back to accountability whereas if we could account it with just 1% as tax it would be meagre for individual but huge for government as 1% of the entire 2 billion US dollar stated just by Swiss bank accounts would be 20 million US dollar. 1% tax could be for individual who wish to invest the amount in entrepreneurial activities that would facilitate the nation to increase its job openings, increase citizen  »s living standards &multiply the economic &developmental value of the nation. Others who wish to have that for their personal use may pay a bit higher percentage as a tax. Same is the case to account the money thats here in India, If the concerned individual has invested the money in an entrepreneurial or in the nation  »s activities that scopes to development we can have it accounted for 1% tax. This would help everyone to volunteer their unaccounted money as no one would want to live in pressure or have money that serves no purpose. Government shouldn  »t average the prosperity of its citizen when it progresses the value of the nation. Averaging citizen  »s prosperity averages the nation  »s prosperity.Instead, when we take an control measure imposing authoritative approach, people would find an alternative way to either safeguard the money or themselves from the system. This in no way is going to serve the purpose or bring in the change we intended. Meanwhile, when the system isn  »t reformed, the accounted money is yet again going to be spent on public works that again has a chance for hoarding that repeats the cycle.   Taxing people is not democracy. Why do we tax people with the money they earn out their work? Government can collect charges for the facilitation it enables to people, it cannot tax them periodically for their progress and prosperity. It is not ethical for government to tax people for helping in its development. Fees is another exaction but expecting education to be absolutely free on the other hand in is also a kind of exaction. Today, second generation learners in a family can take care of their learning independently with the help of their parents. With, Internet information resources is thrown open to different depth, learning individual is free to communicate with experts at any corner of the world for their guidance, to them education can be free. For first generation learners who completely stay dependent on a system for their education needs to pay for the facilities provided to them for their education. Teaching is not absolutely a service. They don't restrict or limit their expertise, they teach until the learner is confident about perceiving the concept in full for his best, they are always available to help you, by this, they attain the state of service but basically for the work they do, they need to be recognised and rewarded. The same is the case to volunteerism. The work of volunteers cannot be sidelined as service.  They are also accounted in the per capita income, GDP, GNP and development calculations of the world. Volunteering is not free service, volunteering is a concept where individual forwards on their own to contribute their skill or expertise in progressing the world without being asked to in a place that needs it. It's an act of slavery to exact potentials or labour from an individual for free to benefit others. Officially including the service volunteered by an individual for their employment opportunities would both reduce the unemployment rate, poverty and even hunger.Ensuring that everyone within the governance is enabled with due opportunities for living and development is the basic responsibility of the government. By Constitution and by UDHR, government's basic and foremost duty is to enable facilitations claimed by their citizens for their progress and prosperity in line with their individuality. With democracy, people are no more dependent on society for their living neither could they be governed by the social norms. It's the duty of the concern representative of the constituency to up bring the ignorant who are tied down by the social structures and social norm in the rural area to get connected with the government and cognise themselves with the responsible use of their freedom and the freedom they have in designing their means to fulfil their responsibility towards the world that enabled them with their living.Helping others to be skilful, helping others in their work and progress is humanity. Helping others with their needs while keeping them idle and unemployed is not humanity but an injustice we are doing to them and the world.   ìThe saddest aspect of life right now is that science gathers knowledge faster than society gathers wisdom.  ù - Isaac Asimov  ìIt would be possible to describe everything scientifically, but it would make no sense; it would be without meaning, as if you described a Beethoven symphony as a variation of wave pressure.  ù - Albert EinsteinToday education is purely and merely science. The spread of unethical means is because we see everything as science and engineer the world for our desires and wishes. Research is not finding what an everything under the world is made up of, understanding how it evolved is science but investigating on the elements, its constituents, the percentage of constituents in it to the accuracy of .00000001% is too much of science. It shows the arrogance and egoism of humanity to take control over nature that existed several centuries before the origin of humanity and that which stands as the place of origin for everything in and around the world.Even though we have value education as a subject in our curriculum, how much of importance are we giving to it? How much importance is given to language for the reason of it not being calculated for our cut-off? Towards what is our facilitation of education focused on? Is it on the gain of knowledge or on fulfilling the requirements of the system to get a high percentage of scores? Research is not proving the already existing facts but research is about finding a new way to resolve the problem existing in the world with the knowledge gained. Than testing the knowledge of students through a written examination that assesses how thorough they are with the content of the book, if the students are facilitated for an assessment that tests how skilled they are in practicalizing their knowledge through a research project or dissertation that resolves an existing problem in the world would make both assessment and facilitation of education purposeful. When the stipulates of the world are set free for the purpose and when education is reformed from being industrious that manufactures human potential for a set specification to a place that nurtures the human potential for their individuality, neither there would be unethical activities corrupting the world, nor there would be lack of opportunities impoverishing the populace. ",1,3,3,1,2,2,1,0,0,1
I /we in the society observe to condemn the way the bribe sections wants to get legalized by peanut taxes on a money which do not belong  to them.We have international asset recovery mechanism in UN and any word of such that by taking 1% tax on the illegal monies is undermining the polices for which we are working.Please read detailed discussion in the world we want about the matter.,1,2,2,1,0,0,1,0,0,1
"What we meant to say is that UN employee can receive money for their talent beyond the stipulated salaries. Wonderful.So  the king and business man draws money beyond what is stipulated for them even in a democratic set up for his /her services.We have enacted the copy right laws and Knowledge as Individual right,Law.So the question of not trying such of  the corrupt employees dose not arise and is part of changing democratic system any where in world,including the developed world.Regarding education a licensed system to draw monies as they wish,it is not for education,under society rule.They need to create a company under the company act.Thank you for your inputs.I am in all the discussions of UN related since 8 or more years.But i have found no reason or logic,or contents in the arguments advocated,and so believe they are your own and not of UN.Thanks again.",1,1,2,1,1,0,1,0,0,1
"Kindly go through my post once again. Nowhere I spoke about legalising bribe. Bribe is when someone dishonestly persuade to act in favour for someone illegally with money and gift.  All that I said was, than rejecting a claim for progress for not meeting the procedure, it can be facilitated with an alternative that meets the purpose. There's nothing illegal or dishonest here. 1% tax would look small but 1% from a population of 1 billion or more is a huge one. When our intention is to bring the unaccounted money to accountability, that no more remains as an individual's personal wealth. It comes as an investment to serve the nation with its progress and in increasing its employment opportunities.Universal declaration of human rights says that  ¢ everyone and endowed with the right to reason and conscience,  ¢ no one shall be subjected to heavier penalty,  ¢ everyone without any discrimination has right to equal pay for equal work,  ¢ everyone who works has the right to just and favourable remuneration ensuring for himself and his family an existence worthy of human dignity, and supplemented, if necessary, by other means of social protection,  ¢ everyone has the right to a standard of living adequate for the health and well-being of himself and of his family, including food, clothing, housing and medical care and necessary social services, and the right to security in the event of unemployment, sickness, disability, widowhood, old age or other lack of livelihood in circumstances beyond his controlprovided that exercise all these right be in a progressive manner that doesn't destroy other's freedom to life and prosperity. Any secondary policy, charter or guideline that undermines the primary principles guidelined through the fundamentals automatically looses its validity.Mistakes are to be punished/ Mistakes are to be regulated and corrected, which in these is democratic? While confiscating something that has been a part in building one's life standards or accomplishment, aren't we pulling a brick that has a possibility of shattering the entire building? Along with the accusation and confiscation, we brand them corrupted seizing their future to end. Is it not a way that pushes one to poverty? How did he acquire the wealth? Did they print the currency on their own? Did they steal it from others reservatory without their knowledge? It was possible for the loopholes in the system. Than letting one to benefit through the loopholes in the system that compromises on the quality of service, why don't we legally enable benefits to one who strengthens the system by multiplying its facilitations? Here I am not talking about bribe or anything that lets one be dishonest to his values or place of work or work ethics. Eg: To reject an application of an industry for its activity to pollute the environment, the official can guide them with methodologies that will help them to treat the refuses of their activities without harming the environment. Or to reject an application because it did not annexe listed proof of address or identity, the official can pass the application by asking the applicant to provide any document that would prove the same. It's not essential that proof should be made through the list of document stated by the department. Here we are not doing anything illegal or dishonest but easing the process for individual in a legal and just manner. Not just the UN employee, anyone whose work serves the system or organisation above the stipulated job responsibility and beyond the framework of duties and stipulations set to him gets salary beyond their stipulated scale of pay. ""So  the king and business man draws money beyond what is stipulated for them even in a democratic set up for his /her services."" I don't know what or who is referred to as king here. This is what is your responsibility, this is what is your pay. We don't bother about what you have to provide, you may have skills that could serve and progress the state above what is stipulated to you, we don't bother about it. You may not be able to meet the stipulated responsibility but you may have a different methodology to serve the same purpose, we neither do bother about it. This is what is stipulated for you, abide by it even if you are best at a different technique or way of work and stick to it even if you have expertise more than the expected, else leave the system. Is this democratic? This is both autocracy and slavery.Copyright law, intellectual property right (IPR) are all a tool to reserve the recognition of a work to the concerned individual. It doesn't reserve the work or content, it just reserves and permanents recognition to the concerned individual for the work. Is it not a basic duty or morale of a society to credit the work to its author or inventor? Why do we need legal imposition for everything? Isn't it an unfortunate thing that the world need legal impose or force for it be humane? If we are to commercialise the concept found by others we are bound to share the earnings as royalty or even if we are to commercialise a part of the concept or if we are to commercialise others content elaborating and furthering the concept contributed by others, due share must be given to them as royalty. It's basic. It's the pathetic situation of world's human values and ethics to demand a legal enforcement for its populace to live justifiedThe limitation of Copyright law or IPR ends there. It cannot prevent others to proceed the findings of a copyrighted or registered content. It cannot prevent others to take the registered content as reference for their work. Knotting down content and progress isolated and halfway through rights is injustice we are doing to the world and to the concept of education. When your role in a concept for your exposure, skill and expertise ends with 30%  it doesn't mean that it has to be left there as such. If another individual has the expertise to advance it to 60% or 90% he can do it by crediting the 30% to the individual from who he got the baton in the relay. Having done to 60 or 90, if another individual has the expertise to advance the concept to 120 or 200, he can by crediting the individual who passed the baton to him that would eventually credit the contributor who initiated the concept. This is progress (development). Copyrights and IPRs register and reserves recognition in the process. I never said, education can exact money as they wish. I just said people working in education system needs to paid for their work for which the facilitating system need to generate revenue and can collect fees from the student.All my points are very well supported by the fundamentals to which the functioning of UN and its organisations are anchored on. My points are all very well in line with goals and vision set by UN. None of my suggestion violates the principles of UN. My participation here is as an individual who is a citizen of the globe and a part of UN who has the responsibility to spread its principle. None of my comments are stipulative or ruling, its general and based on the underlying principles of the government. If the logics, reason and contents in my post cannot be found or understood, I can explain it, if your perspective is elaborated and the points that aren't clear is highlighted. Even if a violation is found, I can justify it if it's highlighted, as the ultimate aim of this discussion is to bring out a social progress that benefits the world at large without leaving anyone behind. Leaving no one behind doesn't mean we can pull the ones ahead down to the place within the majority paralleling the populace. We should find progressive means by which we can lift everyone above the set standard rising our goals and vision to next level. ",,2,2,1,1,0,1,0,0,1
"When officials employ their expertise in enabling facilitations for people to progress and participate in the social progress through an alternative method that doesn't corrupt the system without simply rejecting their claim to not have met the stipulates or criteria, they are justified to receive money as charges  ù.   While in service of any corporation ,not even of government or UN system this receipt of money is balently illegal and unacceptable.  »    ìI need to start up a business. The procedure  to get my start-up registered needs a list of documents as identity and proof. I may not be having the asked document but I may have some other means to proof the details. If the concerned official could ease out this complication and through the process with an alternative that serves the purpose, he/she may regulate me accordingly without burdening with pressures or  complications and collect a specific amount as charges. Later, he/she can claim for extra salary apart from the scale of pay stipulated for his/her designation by the government as  they have enabled a facilitation through their expertise that would benefit the state's progress and that would increase the employment opportunities of the state (equal pay for  equal work) or could add this facilitation enabled through their expertise their credential for elevation. This would eradicate the need for earning money in deceit  ù.   A personal favor is out of judicial system in any country  and can be reprehensible.It  has to be universal.These are aganist the legal systems which 192 nations have signed at Hauge. Where another UN body is located.Kindly request you two go through the UN system,bodies in action.The principle on which each body works and how each system is inter woven with the other. ",,2,0,1,0,0,1,0,0,1
