"","description","statusesCount","followersCount","favoritesCount","friendsCount","url","name","created","protected","verified","screenName","location","lang","id","listedCount","followRequestSent","profileImageUrl"
"GOPLeader","I serve as Majority Leader and Representative of California's 23rd district in the U.S. House of Representatives. Follow me on Facebook: https://t.co/y9pvnqlAnR",6144,59241,431,1308,"http://t.co/8SyezFGtxi","Kevin McCarthy",1233268128,0,1,"GOPLeader","California","en","19739126",2235,0,"http://pbs.twimg.com/profile_images/519518721065242625/udxLEfl1_normal.jpeg"
"RepDLamborn","Republican Congressman for Colorado's 5th Congressional District. For regular email updates visit: https://t.co/pMJai4eGQ6",2025,4454,0,706,"http://t.co/aqwcNYRb0a","Rep. Doug Lamborn",1337356877,0,1,"RepDLamborn","Colorado Springs","en","584012853",396,0,"http://pbs.twimg.com/profile_images/3564839448/9ac5c90e0019b4a4aeb0c49952b28006_normal.jpeg"
"RepPerlmutter","Member of Congress, proudly representing the 7th District of Colorado
http://t.co/bZ5oS9lrkA",1775,11351,296,1433,"http://t.co/NZmeXSnqTP","Rep Ed Perlmutter",1234304272,0,1,"RepPerlmutter","Colorado","en","20552026",902,0,"http://pbs.twimg.com/profile_images/151173750/EGP_Andrea_Photos_004_normal.jpg"
"RepJoeCourtney","U.S. Congressman (CT-2) proudly representing eastern Connecticut.http://t.co/PmI5Hh73gK",3288,9933,10,1767,"http://t.co/AUFMDc1ZOx","Rep. Joe Courtney",1256586309,0,1,"RepJoeCourtney","","en","85396297",668,0,"http://pbs.twimg.com/profile_images/1417794144/New_Boston_Beef--North_Groves___35__normal.jpg"
"USRepKCastor","Tampa Bay's Congresswoman",1043,2280,173,1022,"http://t.co/J4gESZtTFL","US Rep Kathy Castor",1379534637,0,1,"USRepKCastor","","en","1880674038",180,0,"http://pbs.twimg.com/profile_images/551107768103755778/d5J9BHgH_normal.jpeg"
"VernBuchanan","U.S. Congressman",1828,16035,3,11124,"http://t.co/Uq79SDySq2","Rep. Vern Buchanan",1234213519,0,1,"VernBuchanan","Florida's 16th District","en","20467163",1087,0,"http://pbs.twimg.com/profile_images/1734256376/headshot_normal.jpg"
"RepHankJohnson","I fight for justice, civil rights and working people the world over.",2162,12417,59,524,"https://t.co/9yX6VnQSmY","Rep. Hank Johnson",1237229569,0,1,"RepHankJohnson","Lithonia, GA; Washington","en","24745957",938,0,"http://pbs.twimg.com/profile_images/606119872259457024/VZsnahVm_normal.jpg"
"PeterRoskam","I represent Illinois’ 6th Congressional District in the US House. I serve on the Ways and Means Committee and the Select Committee on Benghazi.",4404,15153,481,4513,"http://t.co/HcJqb588Ft","Peter Roskam",1233706316,0,1,"PeterRoskam","Wheaton, IL","en","20015903",1143,0,"http://pbs.twimg.com/profile_images/3663646541/22a1ec7bd0ae3a1613ede2aaef8fdd02_normal.png"
"DaveLoebsack","Fighting for the hardworking people of Iowa",473,3002,3,551,NA,"Dave Loebsack",1330620726,0,1,"daveloebsack","Iowa's 2nd District","en","510516465",261,0,"http://pbs.twimg.com/profile_images/476023485647437826/xnIR5tUD_normal.jpeg"
"RepJohnYarmuth","Official Twitter Account for Congressman John Yarmuth, representing the 3rd Congressional District of Kentucky.",1787,9196,3,277,"http://t.co/C5AFreYQvO","Rep. John Yarmuth",1317740858,0,1,"RepJohnYarmuth","Louisville, KY","en","384913290",492,0,"http://pbs.twimg.com/profile_images/1572572408/John_Yarmuth_-_twitter_portrait_normal.jpg"
"RepSarbanes","Representing Maryland’s 3rd District. Fighting big money in politics so that we can return to a government of, by and for the people.",601,5143,18,582,"http://t.co/XXFLwSfFLV","Rep. John Sarbanes",1314643487,0,1,"RepSarbanes","Maryland","en","364415553",348,0,"http://pbs.twimg.com/profile_images/512000635386855425/iDW41TJ9_normal.jpeg"
"RepWalberg","Proudly serving the Michigan 7th District, tweet at me or join the discussion on Facebook http://t.co/W4dgfpnMav",1939,7812,36,768,"http://t.co/ps36JMcXXV","Rep Tim Walberg",1294950386,0,1,"RepWalberg","MI 7th Congressional District","en","237862972",603,0,"http://pbs.twimg.com/profile_images/1437355477/walbergport_normal.jpg"
"RepTimWalz","Teacher, Football Coach, Command Sgt. Major. Proudly representing Minnesota's First Congressional District.",616,2689,16,765,"http://t.co/yeUFIgpI3J","Tim Walz",1363120065,0,1,"RepTimWalz","","en","1262814457",226,0,"http://pbs.twimg.com/profile_images/614504411503570944/Mux8dt36_normal.png"
"177","Member of Congress from Minnesota's Fifth District. Co-Chair, @USProgressives",11621,64369,446,3844,"http://t.co/UKGSZjmSR6","Rep. Keith Ellison",1205357892,0,1,"keithellison","Minneapolis — Washington, D.C.","en","14135426",2736,0,"http://pbs.twimg.com/profile_images/1088070882/DSC_4029_normal.jpg"
"178","Proudly serving the 3rd District of Nebraska in the U.S. House of Representatives",1572,3832,0,189,"http://t.co/pOBhoFPbKa","Rep. Adrian Smith",1305031921,0,1,"RepAdrianSmith","Gering, NE / Washington, DC","en","296245061",302,0,"http://pbs.twimg.com/profile_images/599320046352113667/7bvq1DNa_normal.jpg"
"179","U.S. Representative proudly serving New York's 9th Congressional district. RT ≠ endorsement.",5006,11117,1244,5034,"http://t.co/ruU2CXhyLM","Yvette D. Clarke",1295554461,0,1,"YvetteClarke","Brooklyn, NY","en","240812994",621,0,"http://pbs.twimg.com/profile_images/1224689291/OFFICIAL_HEADSHOT_normal.JPG"
"180","Proudly serving Ohio's beautiful fourth district.",1411,20858,0,5238,"http://t.co/c12aOiA0EU","Rep. Jim Jordan",1229448024,0,1,"Jim_Jordan","Washington, D.C. ","en","18166778",1249,0,"http://pbs.twimg.com/profile_images/596012379231617025/TtrAXbnA_normal.jpg"
"181","Congress TN-9 Memphis. Committees: Judiciary&Transport; Supporter of civil rights/liberties/women&minority issues/animal welfare. Father of TN Educ Lottery: Dem",3685,12872,1123,428,"http://t.co/uhNtROa3Ll","Steve Cohen",1278083421,0,1,"RepCohen","Memphis, TN and Washington, DC","en","162069635",746,0,"http://pbs.twimg.com/profile_images/2868005705/2ad4089661866edbab4f8097df4a2b8b_normal.jpeg"
"182","Official Twitter Account for Congressman Peter Welch, proudly representing the great state of Vermont in the U.S. House of Representatives.",793,4086,55,1787,"http://t.co/P7VlnuEP0v","Rep. Peter Welch",1367943047,0,1,"PeterWelch","Vermont and Washington, DC","en","1410590874",243,0,"http://pbs.twimg.com/profile_images/593413173455257600/o0GKZGhi_normal.jpg"
"183","Congressman for Florida’s 12th Congressional District, Committees: @HouseCommerce @HouseVetAffairs",3475,11650,110,1210,"http://t.co/4oHwHdDPuy","Gus Bilirakis",1237830992,0,1,"RepGusBilirakis","Palm Harbor, Fla.","en","26051676",943,0,"http://pbs.twimg.com/profile_images/467339251021910016/jcMf9k3l_normal.jpeg"
"184","Proudly representing the families of the Massachusetts 3rd District.

More info at: http://t.co/mp6QlRchln",3708,8400,72,1231,"http://t.co/ieY22ZPpR2","Niki Tsongas",1295989045,0,1,"nikiinthehouse","","en","242892689",542,0,"http://pbs.twimg.com/profile_images/593387328413904896/CRbCrwcr_normal.jpg"
"185","I represent the First Congressional District of Virginia and serve on
the House Armed Services and Natural Resources Committees. I appreciate your thoughts!",4358,15250,6,7099,"http://t.co/JcHDjLlep2","Rep. Rob Wittman",1215541549,0,1,"RobWittman","Montross, VA","en","15356407",1129,0,"http://pbs.twimg.com/profile_images/499275063418302464/Aw8e7K6v_normal.jpeg"
"186","Representing #OH5. On the Energy & Commerce Committee. Vice Chairman of the Communications & Technology Subcommittee. Co-Chair of @GOPNMC",5151,15339,382,5819,"http://t.co/dSKBcpo6FL","U.S. Rep. Bob Latta",1215801204,0,1,"boblatta","ÜT: 41.052377,-82.130057","en","15394954",1105,0,"http://pbs.twimg.com/profile_images/1230904869/latta_normal.JPG"
"187","Congressman Bill Foster is a scientist and businessman representing the 11th Congressional District of Illinois",1246,4182,3,1422,"http://t.co/bEgQtuCKXN","Bill Foster",1357928231,0,1,"RepBillFoster","Naperville, IL ","en","1080509366",324,0,"http://pbs.twimg.com/profile_images/3095500036/ea1cc219ddb5b051f2de1340f06dd5d8_normal.jpeg"
"188","The official Twitter account for Congressman André Carson of Indiana's 7th District. #Indianapolis #Indy",2335,11172,153,825,"http://t.co/SDbjhU0u5K","André Carson",1286380070,0,1,"RepAndreCarson","Indianapolis","en","199325935",601,0,"http://pbs.twimg.com/profile_images/461880758613704705/l_k2diGx_normal.jpeg"
"189","Represents California's 14th Congressional District. House Armed Services Committee, House Permanent Select Committee on Intelligence.",2387,14876,2,1128,"http://t.co/riEFCSOgog","Jackie Speier",1237309358,0,1,"RepSpeier","","en","24913074",993,0,"http://pbs.twimg.com/profile_images/582638025634516992/ISzkALXv_normal.jpg"
"190","Serving as House Majority Whip and representing LA-01. Follow me on Facebook: http://t.co/mIQZ2Jh9Gt and Instagram: http://t.co/5wuWc45xvq",3143,11845,109,3518,"http://t.co/JrUbzHZc34","Rep. Steve Scalise",1361556647,0,1,"SteveScalise","Jefferson, LA","en","1209417007",484,0,"http://pbs.twimg.com/profile_images/613379377527549952/pBAI3r41_normal.jpg"
"191","Congresswoman representing Maryland's 4th Congressional District",3066,17599,60,258,NA,"Rep Donna F Edwards",1255622677,0,1,"repdonnaedwards","Washington, D.C. ","en","82649553",966,0,"http://pbs.twimg.com/profile_images/481867378717122562/s8FlVFBV_normal.jpeg"
"192","United States Congressman (UT-3). Chairman, Oversight & Government Reform. Tweets come from me, not my staff.",5788,89445,2,19416,"http://t.co/V5xxDxy4AZ","Jason Chaffetz",1228193993,0,1,"jasoninthehouse","Utah/Washington D.C.","en","17800215",2661,0,"http://pbs.twimg.com/profile_images/3050744409/c096f91d5d0e4d471d6ce8eaad2da036_normal.jpeg"
"193","Member of Congress representing Colorado's 6th District; Marine Corps combat veteran; 30 Rock fan. RTs/follows do not mean endorsement.",1743,14547,0,1311,"http://t.co/WxboE0uIfV","Rep. Mike Coffman",1232737441,0,1,"RepMikeCoffman","Aurora, CO or Washington D.C.","en","19407835",1209,0,"http://pbs.twimg.com/profile_images/1130356951/NTLC_award_9-23-2010_normal.JPG"
"194","Proudly representing Virginia's 11th District",3484,8085,0,206,"http://t.co/7ISItH318T","Gerry Connolly",1254266253,0,1,"GerryConnolly","Virginia's 11th District","en","78445977",605,0,"http://pbs.twimg.com/profile_images/614438812421373954/dNeNcqy4_normal.jpg"
"195","The Official Twitter account for the office of Congressman John Fleming M.D. (R-LA). Retweets or Mentions do not equal endorsements.",1383,10272,1,246,"http://t.co/i7V6wOZnpr","John Fleming",1256312550,0,1,"RepFleming","Washington and Northwest, LA","en","84620376",672,0,"http://pbs.twimg.com/profile_images/1352158126/lowres_normal.jpg"
"196","Fighting for conservative values in Washington while representing the people of Kentucky's 2nd Congressional District.*Official account",464,1451,89,591,"http://t.co/48HQtSYnPC","Rep. Brett Guthrie",1380206237,0,1,"RepGuthrie","Kentucky's Second District","en","1908143071",132,0,"http://pbs.twimg.com/profile_images/461239527227420672/mAvToMUX_normal.jpeg"
"197","Devoted husband. Loving father. Principled conservative.",2472,11701,175,416,"http://t.co/aOKyO7wSYD","Gregg Harper",1236740572,0,1,"GreggHarper","Pearl, Mississippi","en","23712174",773,0,"http://pbs.twimg.com/profile_images/562659333029130242/RHnhESLg_normal.jpeg"
"198","Congressman proudly representing Connecticut's 4th",5763,17295,8,547,"http://t.co/vS84o70rNB","Jim Himes",1239849513,0,1,"jahimes","CT and DC","en","31611298",953,0,"http://pbs.twimg.com/profile_images/506940970794250240/OIrZY8ZT_normal.jpeg"
"199","Representing California’s 50th District",265,4225,3,245,"http://t.co/8rSbcnjMYw","Rep. Duncan Hunter",1364331866,0,1,"Rep_Hunter","","en","1305596696",322,0,"http://pbs.twimg.com/profile_images/564882935610740738/dfz9IbEK_normal.jpeg"
"200","Proud to represent the 2nd District of Kansas. Vice Chair of the House Republican Conference. CPA.",4419,14441,54,4662,"http://t.co/CJ5DYqaInY","Lynn Jenkins",1233158040,0,1,"RepLynnJenkins","Topeka","en","19658173",1172,0,"http://pbs.twimg.com/profile_images/478956157512318976/DwOFGMoU_normal.jpeg"
"201","Congresswoman Ann Kirkpatrick, Arizona's District One, is a member of the House Agriculture Committee and the Transportation & Infrastructure Committee.",1317,5745,24,1099,"http://t.co/qKJPWvcPVM","Rep. Ann Kirkpatrick",1358193236,0,1,"RepKirkpatrick","Flagstaff, AZ","en","1090002997",398,0,"http://pbs.twimg.com/profile_images/3292420370/f5520be836be9083d0d91386cea0a2d1_normal.jpeg"
"202","Official Twitter Account for Congressman Leonard Lance.  Proudly Representing New Jersey's 7th Congressional District.  http://t.co/uudCjpcv9f",927,3284,9,273,"http://t.co/nARbDjLrTt","Rep. Leonard Lance",1340223580,0,0,"RepLanceNJ7","","en","613725908",268,0,"http://pbs.twimg.com/profile_images/491966223458893824/zHwfK2U8_normal.jpeg"
"203","All information released is from Rep. Luetkemeyer or his media shop to keep you up-to-date with the Congressman and his work.",914,1705,176,197,"http://t.co/ouzglelLvy","Blaine Luetkemeyer",1378756388,0,0,"RepBlainePress","Missouri's 3rd District","en","1849261916",183,0,"http://pbs.twimg.com/profile_images/378800000438535060/543388ceecdec942e3acc30dbeaa26c7_normal.jpeg"
"204","Proudly Representing New Mexico’s 3rd Congressional District. @EnergyCommerce Committee, and Member of @HispanicCaucus. Follows, replies & RTs ≠ endorsement.",1037,8631,28,340,"http://t.co/HYE2dXCzKg","Ben Ray Lujan",1232586032,0,1,"repbenraylujan","","en","19318314",791,0,"http://pbs.twimg.com/profile_images/615537870682607617/izzzQBWB_normal.jpg"
"205","Proud to represent the people of Wyoming in the U.S. House of Representatives.",1354,11371,1,6262,"http://t.co/bSPiTCeFvE","Rep. Cynthia Lummis",1236199499,0,1,"CynthiaLummis","Wyoming and Washington D.C.","en","22831059",925,0,"http://pbs.twimg.com/profile_images/87805738/Official_Photo_-_Compressed_normal.jpg"
"206","United States Representative, 4th District of California",251,8549,0,0,"http://t.co/M52pLVZcTJ","Tom McClintock",1245802867,0,1,"RepMcClintock","Washington, DC","en","50152441",849,0,"http://pbs.twimg.com/profile_images/416902006/McClintockphoto1_normal.jpg"
"207","Proudly serving the people of Minnesota's Third Congressional District",3347,12092,22,2189,"http://t.co/qu2t0eG5E7","Rep. Erik Paulsen",1227194902,0,1,"RepErikPaulsen","Minnesota's 3rd Congressional","en","17513304",945,0,"http://pbs.twimg.com/profile_images/3654958355/8290f4061ba285aa8ef4e806bbb64654_normal.jpeg"
"208","Farmer, mother, Maine islander, Member of Congress, lover of root vegetables",1444,11813,41,386,"http://t.co/vYvpiUxqqo","Chellie Pingree",1212438596,0,1,"chelliepingree","Maine -- the best place to be!","en","14984637",996,0,"http://pbs.twimg.com/profile_images/83264312/twitterphoto_normal.jpg"
"209","father, entrepreneur,education reform, baseball, tech, politics, gaymer; also follow my Congressional twitter @RepJaredPolis & campaign @Polis4Congress",3896,32693,2100,3231,"http://t.co/YFBawl0Mhg","Jared Polis",1215572644,0,1,"jaredpolis","Boulder, CO","en","15361570",1770,0,"http://pbs.twimg.com/profile_images/600324022778355712/i4BbOQni_normal.jpg"
"210","Congressman from Florida's 8th district, representing the Space and Treasure Coasts",1142,9409,5,940,"http://t.co/tUCU5eCWsh","Bill Posey",1237388742,0,1,"congbillposey","Rockledge, FL","en","25086658",810,0,"http://pbs.twimg.com/profile_images/115078512/bill_headshotcompressed_normal.JPG"
"211","Official Account of Rep. Phil Roe, MD (R-TN). Chair of @EdWorkforce's HELP Subcommittee, member of @HouseVetAffairs & co-chair of @gopdoccaucus.",1719,9086,10,255,"http://t.co/eWYX8wFvy7","Dr. Phil Roe",1246392454,0,1,"DrPhilRoe","East Tennessee","en","52503751",721,0,"http://pbs.twimg.com/profile_images/532903557498810368/vc6FFA05_normal.jpeg"
"212","Proudly represent Florida's 17th District in the U.S. House of Representatives. Husband & father of 3 sons. RT ≠ endorsement.",2696,13938,11,3925,"http://t.co/pmjvTCiKv1","Tom Rooney",1236872681,0,1,"TomRooney","Florida","en","23970171",870,0,"http://pbs.twimg.com/profile_images/1367529690/Tom_for_twitter_normal.JPG"
"213","Proudly representing Oregon's 5th Congressional District",1282,9527,9,676,"http://t.co/idnXprkzal","Rep. Kurt Schrader",1234299861,0,1,"RepSchrader","Oregon","en","20545793",889,0,"http://pbs.twimg.com/profile_images/378800000699231986/e1da7064726a13bfda529d18efc048a8_normal.jpeg"
"214","I have the distinct honor and privilege to represent and serve the citizens of Pennsylvania's 5th Congressional District. #PA05",4204,10359,52,2794,"http://t.co/DvqrekKjtb","Glenn 'GT' Thompson",1231908898,0,1,"CongressmanGT","Howard, Pennsylvania ","en","18967498",844,0,"http://pbs.twimg.com/profile_images/80797190/Offical_Photo_twitter_normal.JPG"
"215","Congresswoman proudly representing the First District of Nevada in the U.S. House of Representatives. http://t.co/NhRF3LaX",3592,6693,2844,1648,"http://t.co/1oDul20SlW","Dina Titus",1268341531,0,1,"repdinatitus","Las Vegas, NV","en","122174004",423,0,"http://pbs.twimg.com/profile_images/378800000503681122/9b2aca4bb8d39f87da7f8565af75cc86_normal.jpeg"
"216","Promoting jobs, innovation and middle class for NY-20 in Congress. RT or follows are not endorsements. Account managed by staff & Rep. Tonko.",5863,9830,349,1462,"http://t.co/63lCEfymAj","Paul Tonko",1256145897,0,1,"RepPaulTonko","","en","84119348",606,0,"http://pbs.twimg.com/profile_images/1899423387/7816_169238546404_164036221404_4308792_5415270_n_normal.jpg"
"217","I work on behalf of the people of the 11th District to create jobs, promote quality education, improve access to health care and protect civil rights for all.",2490,13875,86,1281,"http://t.co/bvknUBdNTR","Marcia L. Fudge",1276019646,0,1,"RepMarciaFudge","Cleveland / Akron, OH","en","153486399",717,0,"http://pbs.twimg.com/profile_images/522856155513507840/2-FBR9Ah_normal.jpeg"
"218","#IL05 Congressman, House Appropriator, amateur hockey player & hopeful Cubs fan http://t.co/zL9fkzy188  http://t.co/FMe57EKfsC",5100,11023,192,1795,"http://t.co/wINsdAOzI8","Mike Quigley",1247616643,0,1,"RepMikeQuigley","Chicago, IL; Washington, DC","en","56864092",954,0,"http://pbs.twimg.com/profile_images/614450388972912642/I5N4rcvx_normal.jpg"
"219","Proudly representing California's 27th District in the U.S. House of Representatives. Chair of @CAPAC.",2051,11568,39,911,"http://t.co/ifzdjzHS3k","Judy Chu",1285168697,0,1,"RepJudyChu","Pasadena, CA","en","193732179",714,0,"http://pbs.twimg.com/profile_images/378800000660180425/626ed3754e3c64e47ce8a9d1cdf66ef7_normal.jpeg"
"220","Congressman for California's 3rd Congressional District, former Lieutenant Governor, Insurance Commissioner, Deputy Interior Secretary, state legislator",9365,11473,13,9120,"http://t.co/6IrGz7nriD","John Garamendi",1257813072,0,1,"RepGaramendi","Walnut Grove, CA","en","88806753",865,0,"http://pbs.twimg.com/profile_images/3764691389/29c50b23ed97ff6378a6b164a17b8247_normal.png"
"221","Husband, Dad, Vegan, Congressman for Florida's 21st District on Judiciary & Foreign Affairs Committees. Sponsor of #DemocracyforAll Amendment",2124,10098,481,1459,"http://t.co/iUVOHtXTju","Rep. Ted Deutch",1272397914,0,1,"RepTedDeutch","Boca Raton, FL","en","137794015",726,0,"http://pbs.twimg.com/profile_images/610509955859369984/M8aN688b_normal.jpg"
"222","Conservative Republican representing Georgia's 14th Congressional District",2537,10402,8,2454,"http://t.co/wmai0s3Whz","Tom Graves",1284399383,0,1,"RepTomGraves","Washington, DC","en","190328374",633,0,"http://pbs.twimg.com/profile_images/578262388941533184/6Lv5oCyB_normal.jpeg"
"223","",950,6224,2,234,"http://t.co/UVXzCA4TP4","Rep. Marlin Stutzman",1288886416,0,1,"RepStutzman","#IN03 / Washington, DC","en","211901075",471,0,"http://pbs.twimg.com/profile_images/499235410275348480/Of7Aj12S_normal.jpeg"
"224","Tom Reed represents New York's 23rd Congressional District",976,6814,40,195,"http://t.co/IqT9uqukZl","Tom Reed",1297814623,0,1,"RepTomReed","","en","252819323",476,0,"http://pbs.twimg.com/profile_images/3700040503/14142f0f278d7e69b19273996db4ac9e_normal.jpeg"
"225","Congressional Twitter account for U.S. Representative Martha Roby (R-AL)",5579,13839,89,2121,"http://t.co/z149AJXIkR","Rep. Martha Roby ",1291827389,0,1,"RepMarthaRoby","","en","224294785",765,0,"http://pbs.twimg.com/profile_images/479774391933214721/ZlZZ6h2__normal.jpeg"
"226","Thanks for following me. I'm the Congressman for Alabama's Fifth District and this is my official Twitter page. It's an honor to serve you.",716,8630,40,1955,"http://t.co/XErdLh9N6C","Mo Brooks",1294843574,0,1,"RepMoBrooks","Alabama","en","237299871",705,0,"http://pbs.twimg.com/profile_images/3253062018/1745ec9085ff4db219c69bd7ffb2e7fc_normal.jpeg"
"227","Proud to represent the 7th Congressional District of Alabama
https://t.co/xfWvIZSjrk",1866,8784,183,1905,"http://t.co/yrYBXVxk6W","Rep. Terri A. Sewell",1317156470,0,1,"RepTerriSewell","Washington, DC","en","381152398",534,0,"http://pbs.twimg.com/profile_images/553594393551060992/U4tjxIsq_normal.jpeg"
"228","Proudly representing Arizona's Fourth Congressional District.",5444,13451,575,3408,"http://t.co/zyc0Z67cqy","Rep. Paul Gosar, DDS",1295545467,0,1,"RepGosar","","en","240760644",829,0,"http://pbs.twimg.com/profile_images/487580106563411968/6-RHjiS0_normal.jpeg"
"229","Avid hiker and coffee enthusiast who is proud to represent Arizona's 6th Congressional District in the U.S. House of Representatives.",3167,11044,380,1964,"http://t.co/bsAbCTNMdl","Rep David Schweikert",1292960882,0,1,"RepDavid","Arizona","en","229197216",764,0,"http://pbs.twimg.com/profile_images/601751848433766403/tEhfKUfl_normal.jpg"
"230","Representing Arkansas's First District in the United States Congress",2323,8727,123,1258,"http://t.co/8JmttzqjRR","Rep Rick Crawford",1294091869,0,1,"RepRickCrawford","Washington, DC","en","233693291",565,0,"http://pbs.twimg.com/profile_images/553316637839867904/LCvmf7iq_normal.jpeg"
"231","Proud to serve the folks of Arkansas's 3rd District. Follow me on Facebook:  http://t.co/po5GaonDqA",3186,9031,36,1162,"http://t.co/iqdoMeRYwc","Rep. Steve Womack",1294253583,0,1,"rep_stevewomack","Arkansas's 3rd District","en","234469322",556,0,"http://pbs.twimg.com/profile_images/2043213363/Official_Pic_4_normal.jpg"
"232","Working for the people of California's 10th district in the U.S. House of Representatives. http://t.co/8CkNyoIDFU",1882,9126,55,1598,"http://t.co/ygTJfTzvyw","Jeff Denham",1297090895,0,1,"RepJeffDenham","Modesto, CA","en","248699486",616,0,"http://pbs.twimg.com/profile_images/1239618073/Jeff_Head_Shot_normal.JPG"
"233","Representing California's 37th District, which includes Los Angeles, Hollywood, and Culver City. http://t.co/GIhGdxEhqh",2240,22394,130,15042,"http://t.co/1QNH7tmurQ","Congressmember Bass",1295382336,0,1,"RepKarenBass","Los Angeles & Washington","en","239949176",984,0,"http://pbs.twimg.com/profile_images/605458297475317761/P1AjUUex_normal.jpg"
"234","Representative of Colorado's 3rd Congressional District",1384,7597,0,1116,"http://t.co/zWxC16Igvd","Scott Tipton",1295985685,0,1,"RepTipton","","en","242873057",579,0,"http://pbs.twimg.com/profile_images/1237683385/2011-01-06_031pnn_normal.JPG"
"235","Official Twitter page for U.S. Representative John Carney (D-DE). http://t.co/tdz4voj10e",1407,8639,58,1081,NA,"Rep. John Carney",1294934293,0,1,"JohnCarneyDE","Delaware and Washington, D.C.","en","237770636",509,0,"http://pbs.twimg.com/profile_images/378800000678114104/f511ad7d5c112fd80bf2d032d21fb58d_normal.jpeg"
"236","Proudly Representing Florida's 11th Congressional District",65,3027,0,170,"http://t.co/AtlnqSnpuz","Rich Nugent",1294681739,0,1,"RepRichNugent","FL-11 and Washington DC","en","236479311",402,0,"http://pbs.twimg.com/profile_images/1241504704/Nugent_Official_Photo_Large_normal.jpg"
"237","A family man and small-business owner who is dedicated to serving the citizens of Central Florida with honor and integrity.",2306,6203,11,310,"http://t.co/b57txtC4Hx","Daniel Webster",1302702425,0,1,"RepWebster","Central Florida","en","281540744",489,0,"http://pbs.twimg.com/profile_images/1362512985/Twitter_Pic_2_normal.png"
"238","Husband, Father, and Conservative Republican Congressman serving #FL15 Hillsborough and Polk Counties. http://t.co/IXwSnVOJw5",11805,8696,23,1266,"http://t.co/1myTWbCAnr","Dennis Ross",1240260193,0,1,"RepDennisRoss","Central Florida and Tampa Bay","en","33655490",732,0,"http://pbs.twimg.com/profile_images/565293274286391296/nj0JwWgR_normal.jpeg"
"239","Congresswoman from the 24th District of Florida; former elementary school principal and school board member; grandmother of four beautiful grandkids",5200,9751,8,2828,"http://t.co/kFPGLDFQ6U","Frederica Wilson",1294160889,0,1,"RepWilson","Washington DC","en","234014087",601,0,"http://pbs.twimg.com/profile_images/497398903591800833/hE-zUNye_normal.png"
"240","I am proud to represent the 8th Congressional District of Georgia.",1526,7739,7,316,"http://t.co/GQwXIhub9a","Rep. Austin Scott",1294329706,0,1,"AustinScottGA08","Ashburn, GA","en","234797704",574,0,"http://pbs.twimg.com/profile_images/1801707886/11-01-05_-_Ceremonial_Swearing_In_Photo__1__normal.jpg"
"241","Proudly serving Idaho's beautiful 1st Congressional District.",1108,9346,1,522,"http://t.co/6B5v8If4F2","Raúl R. Labrador",1296664012,0,1,"Raul_Labrador","Eagle, Idaho","en","246341769",652,0,"http://pbs.twimg.com/profile_images/1277129862/Smaller_Picture_normal.jpg"
"242","I represent Illinois' 16th District. It's an honor to serve in Congress on Energy & Commerce and as a pilot in the Air National Guard.",2662,13895,38,976,"http://t.co/ngCuI6hx3S","Adam Kinzinger",1290632651,0,1,"RepKinzinger","Channahon, IL","en","219429281",796,0,"http://pbs.twimg.com/profile_images/558291783386279936/KjMVEobV_normal.png"
"243","Member of Congress proudly representing Illinois' 14th District. Serving on @HouseScience @FinancialCmte Committees. Find me on FB at http://t.co/cAzY81jGee.",2885,7973,83,1778,"http://t.co/RxXWsFX5aP","Rep. Randy Hultgren",1294941822,0,1,"RepHultgren","","en","237814920",586,0,"http://pbs.twimg.com/profile_images/1555301015/Hultgren_Low-Res_normal.jpg"
"244","Todd Rokita, U.S. Representative of the 4th District of Indiana. Chairman of Subcommittee on Early Childhood, Elementary, and Secondary Education.",4591,10926,50,3396,"http://t.co/AihDW6GPeY","Rep. Todd Rokita",1227298251,0,1,"ToddRokita","Indiana","en","17544524",701,0,"http://pbs.twimg.com/profile_images/1377867350/Twitter_Profile_Pic_normal.jpg"
"245","Congressman representing Hoosiers from #IN08. Doctor. Member of @HouseCommerce. https://t.co/4eq38hemtk",3616,8347,262,1775,"http://t.co/UT2v2SuMuG","Larry Bucshon, MD",1294332356,0,1,"RepLarryBucshon","Indiana's 8th District  ","en","234812598",607,0,"http://pbs.twimg.com/profile_images/3781635770/569620c6e7f294f1f1fed50b41b3ab77_normal.jpeg"
"246","I serve the people of #IN09 in Congress. Contact our offices at 812-288-3999 (Jeffersonville), 812-336-3000 (Bloomington) or 202-225-5315 (Washington, DC).",2389,8223,52,451,"http://t.co/zPVchT7xlK","Rep. Todd Young",1294180516,0,1,"RepToddYoung","Indiana's 9th District","en","234128524",608,0,"http://pbs.twimg.com/profile_images/344513261574196636/3ffdf0ae2abc2689f14fc5f050abefb5_normal.jpeg"
"247","Conservative representing Kansas First District in the U.S. House of Reps. http://t.co/QVnLuBoD",5369,12037,66,2407,"http://t.co/KiQoNwYcMr","Cong. Tim Huelskamp",1294105386,0,1,"CongHuelskamp","Washington, D.C. ","en","233761277",776,0,"http://pbs.twimg.com/profile_images/1253830027/Congressman_Huelskamp_Official_Headshot__Compressed__normal.jpg"
